id,type,xmin,ymin,xmax,ymax,character_id,character_name,page_number
00046f78,body,407,635,422,650,00045235,Other,81
00046f79,body,1557,994,1585,1096,00045235,Other,81
00046f7a,face,843,228,858,245,00045235,Other,81
00046f7b,body,1218,197,1286,255,00045235,Other,81
00046f7c,body,512,1067,571,1118,00045235,Other,81
00046f7d,body,995,403,1069,507,00045235,Other,81
00046f7e,face,1483,165,1498,180,00045235,Other,81
00046f7f,body,202,439,243,551,00045235,Other,81
00046f80,body,971,331,1003,414,00045235,Other,81
00046f81,body,325,538,370,635,00045235,Other,81
00046f82,body,679,433,720,533,00045235,Other,81
00046f83,body,999,797,1035,888,00045235,Other,81
00046f84,body,980,19,1002,102,00045235,Other,81
00046f85,body,624,1126,631,1137,00045235,Other,81
00046f86,body,417,1080,462,1114,00045235,Other,81
00046f87,body,205,551,254,657,00045235,Other,81
00046f88,body,1189,456,1227,547,00045235,Other,81
00046f89,body,411,161,454,273,00045235,Other,81
00046f8a,body,544,774,576,855,00045235,Other,81
00046f8b,body,1060,975,1111,1073,00045235,Other,81
00046f8c,body,1172,572,1210,682,00045235,Other,81
00046f8d,body,179,357,203,473,00045235,Other,81
00046f8e,body,833,755,859,838,00045235,Other,81
00046f8f,body,634,576,664,688,00045235,Other,81
00046f90,face,647,110,656,125,00045235,Other,81
00046f91,body,1551,753,1587,857,00045235,Other,81
00046f92,body,1186,152,1258,233,00045235,Other,81
00046f93,body,951,768,985,865,00045235,Other,81
00046f94,body,1446,787,1491,885,00045235,Other,81
00046f95,body,925,481,957,555,00045235,Other,81
00046f96,body,497,361,521,437,00045235,Other,81
00046f97,body,1547,644,1585,756,00045235,Other,81
00046f98,face,999,95,1012,114,00045235,Other,81
00046f99,face,786,281,805,301,00045235,Other,81
00046f9a,body,84,827,122,920,00045235,Other,81
00046f9b,body,127,835,151,918,00045235,Other,81
00046f9c,body,999,5,1040,88,00045235,Other,81
00046f9d,face,1378,184,1395,197,00045235,Other,81
00046f9e,body,483,905,507,996,00045235,Other,81
00046f9f,body,940,254,976,362,00045235,Other,81
00046fa0,body,342,643,381,734,00045235,Other,81
00046fa1,body,76,47,98,170,00045235,Other,81
00046fa2,body,725,882,778,975,00045235,Other,81
00046fa3,body,478,169,502,182,00045235,Other,81
00046fa4,body,1020,751,1056,830,00045235,Other,81
00046fa5,body,287,123,338,231,00045235,Other,81
00046fa6,body,1041,108,1092,180,00045235,Other,81
00046fa7,face,1511,858,1528,871,00045235,Other,81
00046fa8,body,695,363,738,437,00045235,Other,81
00046fa9,body,1104,500,1145,610,00045235,Other,81
00046faa,body,1412,89,1488,193,00045235,Other,81
00046fab,body,438,1116,487,1167,00045235,Other,81
00046fac,body,333,1116,367,1163,00045235,Other,81
00046fad,body,221,1133,257,1163,00045235,Other,81
00046fae,body,1513,589,1570,670,00045235,Other,81
00046faf,face,1216,30,1231,50,00045235,Other,81
00046fb0,body,736,968,774,1066,00045235,Other,81
00046fb1,body,847,43,883,119,00045235,Other,81
00046fb2,body,478,580,508,677,00045235,Other,81
00046fb3,face,1254,760,1263,775,00045235,Other,81
00046fb4,body,1009,903,1062,1009,00045235,Other,81
00046fb5,body,510,205,559,307,00045235,Other,81
00046fb6,body,559,479,608,560,00045235,Other,81
00046fb7,body,1517,1,1556,109,00045235,Other,81
00046fb8,body,1502,319,1549,404,00045235,Other,81
00046fb9,body,740,112,776,224,00045235,Other,81
00046fba,body,1089,831,1134,931,00045235,Other,81
00046fbb,body,1332,705,1362,813,00045235,Other,81
00046fbc,body,986,671,1041,766,00045235,Other,81
00046fbd,body,540,821,578,921,00045235,Other,81
00046fbe,body,1054,916,1097,1011,00045235,Other,81
00046fbf,body,108,435,161,556,00045235,Other,81
00046fc0,body,1220,397,1259,486,00045235,Other,81
00046fc1,body,1113,915,1166,1006,00045235,Other,81
00046fc2,body,676,993,704,1065,00045235,Other,81
00046fc3,body,491,1080,523,1163,00045235,Other,81
00046fc4,body,1035,222,1069,328,00045235,Other,81
00046fc5,body,1469,1046,1508,1150,00045235,Other,81
00046fc6,body,127,654,168,749,00045235,Other,81
00046fc7,body,1266,116,1321,230,00045235,Other,81
00046fc8,body,158,875,175,890,00045235,Other,81
00046fc9,body,266,391,302,474,00045235,Other,81
00046fca,body,864,1116,900,1163,00045235,Other,81
00046fcb,body,276,568,291,579,00045235,Other,81
00046fcc,body,295,913,319,994,00045235,Other,81
00046fcd,body,342,877,378,974,00045235,Other,81
00046fce,body,226,732,252,823,00045235,Other,81
00046fcf,body,590,797,628,882,00045235,Other,81
00046fd0,body,379,13,409,70,00045235,Other,81
00046fd1,face,1450,1012,1459,1029,00045235,Other,81
00046fd2,face,879,209,894,224,00045235,Other,81
00046fd3,body,428,587,458,668,00045235,Other,81
00046fd4,body,441,9,511,92,00045235,Other,81
00046fd5,face,1030,757,1043,776,00045235,Other,81
00046fd6,body,156,454,190,556,00045235,Other,81
00046fd7,face,1338,711,1349,726,00045235,Other,81
00046fd8,body,1218,903,1257,1009,00045235,Other,81
00046fd9,body,845,544,875,658,00045235,Other,81
00046fda,face,1182,578,1193,593,00045235,Other,81
00046fdb,body,1064,660,1111,751,00045235,Other,81
00046fdc,body,1151,388,1192,504,00045235,Other,81
00046fdd,body,329,466,361,547,00045235,Other,81
00046fde,body,693,622,738,724,00045235,Other,81
00046fdf,body,1477,382,1534,488,00045235,Other,81
00046fe0,face,1016,148,1029,167,00045235,Other,81
00046fe1,body,1414,907,1444,1023,00045235,Other,81
00046fe2,body,1317,355,1366,452,00045235,Other,81
00046fe3,body,1412,214,1453,318,00045235,Other,81
00046fe4,body,1467,49,1526,130,00045235,Other,81
00046fe5,body,1262,378,1307,478,00045235,Other,81
00046fe6,body,80,1002,123,1100,00045235,Other,81
00046fe7,body,1536,456,1574,581,00045235,Other,81
00046fe8,body,472,156,532,251,00045235,Other,81
00046fe9,body,873,382,935,477,00045235,Other,81
00046fea,body,1081,580,1157,675,00045235,Other,81
00046feb,body,162,753,171,766,00045235,Other,81
00046fec,body,508,890,547,966,00045235,Other,81
00046fed,body,66,576,94,659,00045235,Other,81
00046fee,body,717,175,758,291,00045235,Other,81
00046fef,body,875,593,924,710,00045235,Other,81
00046ff0,face,891,717,906,730,00045235,Other,81
00046ff1,body,432,114,460,186,00045235,Other,81
00046ff2,body,1018,998,1057,1108,00045235,Other,81
00046ff3,body,270,696,302,785,00045235,Other,81
00046ff4,face,1208,159,1227,176,00045235,Other,81
00046ff5,body,196,195,228,305,00045235,Other,81
00046ff6,body,656,616,699,711,00045235,Other,81
00046ff7,face,382,1034,391,1045,00045235,Other,81
00046ff8,body,390,350,435,467,00045235,Other,81
00046ff9,body,152,749,188,834,00045235,Other,81
00046ffa,body,1047,422,1088,492,00045235,Other,81
00046ffb,body,889,831,923,948,00045235,Other,81
00046ffc,face,1298,213,1307,232,00045235,Other,81
00046ffd,body,310,918,336,999,00045235,Other,81
00046ffe,face,1507,677,1524,690,00045235,Other,81
00046fff,face,76,258,83,263,00045235,Other,81
00047000,body,786,553,818,663,00045235,Other,81
00047001,body,167,1010,210,1103,00045235,Other,81
00047002,body,1448,488,1484,619,00045235,Other,81
00047003,body,236,797,277,880,00045235,Other,81
00047004,face,1056,36,1073,56,00045235,Other,81
00047005,face,243,353,254,366,00045235,Other,81
00047006,body,672,722,740,819,00045235,Other,81
00047007,body,913,125,958,233,00045235,Other,81
00047008,body,1237,475,1276,541,00045235,Other,81
00047009,body,559,391,593,480,00045235,Other,81
0004700a,body,464,932,483,994,00045235,Other,81
0004700b,body,354,199,401,286,00045235,Other,81
0004700c,body,318,239,348,336,00045235,Other,81
0004700d,body,1096,119,1132,240,00045235,Other,81
0004700e,body,1149,852,1208,931,00045235,Other,81
0004700f,face,1370,494,1385,507,00045235,Other,81
00047010,body,1159,1082,1191,1161,00045235,Other,81
00047011,body,965,1141,995,1161,00045235,Other,81
00047012,body,91,17,150,121,00045235,Other,81
00047013,body,245,201,281,301,00045235,Other,81
00047014,body,1439,1010,1484,1088,00045235,Other,81
00047015,face,1182,945,1189,952,00045235,Other,81
00047016,body,1448,882,1486,994,00045235,Other,81
00047017,body,1359,916,1395,1024,00045235,Other,81
00047018,body,106,899,144,984,00045235,Other,81
00047019,face,1448,294,1459,313,00045235,Other,81
0004701a,face,951,715,960,730,00045235,Other,81
0004701b,face,348,331,357,340,00045235,Other,81
0004701c,body,1028,580,1079,701,00045235,Other,81
0004701d,body,1077,1139,1105,1163,00045235,Other,81
0004701e,face,1391,650,1396,655,00045235,Other,81
0004701f,body,428,399,462,509,00045235,Other,81
00047020,body,1349,819,1392,938,00045235,Other,81
00047021,body,986,95,1048,193,00045235,Other,81
00047022,body,1024,1093,1071,1163,00045235,Other,81
00047023,body,171,930,203,1027,00045235,Other,81
00047024,body,561,253,593,351,00045235,Other,81
00047025,body,1446,610,1455,627,00045235,Other,81
00047026,body,106,616,182,673,00045235,Other,81
00047027,body,1500,523,1564,612,00045235,Other,81
00047028,body,1100,350,1132,416,00045235,Other,81
00047029,body,1403,462,1492,538,00045235,Other,81
0004702a,body,1115,671,1174,754,00045235,Other,81
0004702b,face,1016,913,1029,928,00045235,Other,81
0004702c,body,1521,932,1570,1030,00045235,Other,81
0004702d,face,1132,928,1141,937,00045235,Other,81
0004702e,body,192,783,222,891,00045235,Other,81
0004702f,body,1467,565,1516,675,00045235,Other,81
00047030,body,1100,426,1147,490,00045235,Other,81
00047031,face,1363,837,1380,856,00045235,Other,81
00047032,body,291,317,327,421,00045235,Other,81
00047033,body,1224,730,1246,771,00045235,Other,81
00047034,body,552,542,593,644,00045235,Other,81
00047035,body,841,939,875,1030,00045235,Other,81
00047036,body,68,251,102,365,00045235,Other,81
00047037,body,636,759,681,835,00045235,Other,81
00047038,body,205,873,254,952,00045235,Other,81
00047039,body,786,135,814,199,00045235,Other,81
0004703a,body,499,850,535,908,00045235,Other,81
0004703b,body,1418,599,1473,690,00045235,Other,81
0004703c,face,287,254,302,269,00045235,Other,81
0004703d,body,596,1,649,88,00045235,Other,81
0004703e,face,1481,572,1484,577,00045235,Other,81
0004703f,body,988,502,1020,599,00045235,Other,81
00047040,body,1245,755,1269,859,00045235,Other,81
00047041,body,1414,538,1448,636,00045235,Other,81
00047042,body,786,709,824,811,00045235,Other,81
00047043,face,232,287,249,304,00045235,Other,81
00047044,body,641,1040,682,1142,00045235,Other,81
00047045,body,1030,473,1090,568,00045235,Other,81
00047046,body,757,1,814,47,00045235,Other,81
00047047,body,910,547,949,649,00045235,Other,81
00047048,body,91,127,125,203,00045235,Other,81
00047049,body,1315,76,1349,173,00045235,Other,81
0004704a,body,175,1105,218,1162,00045235,Other,81
0004704b,body,1264,254,1305,349,00045235,Other,81
0004704c,body,1071,1042,1143,1146,00045235,Other,81
0004704d,body,236,662,264,759,00045235,Other,81
0004704e,body,350,743,395,836,00045235,Other,81
0004704f,body,1136,1120,1158,1161,00045235,Other,81
00047050,body,1494,844,1562,931,00045235,Other,81
00047051,body,761,924,820,971,00045235,Other,81
00047052,body,360,1027,417,1114,00045235,Other,81
00047053,body,211,1031,264,1120,00045235,Other,81
00047054,body,877,715,937,794,00045235,Other,81
00047055,body,554,51,613,157,00045235,Other,81
00047056,body,761,277,820,391,00045235,Other,81
00047057,face,1235,557,1250,576,00045235,Other,81
00047058,body,1435,353,1476,455,00045235,Other,81
00047059,body,1355,637,1387,722,00045235,Other,81
0004705a,body,127,985,163,1074,00045235,Other,81
0004705b,body,605,1118,644,1161,00045235,Other,81
0004705c,body,580,741,616,794,00045235,Other,81
0004705d,body,622,418,656,507,00045235,Other,81
0004705e,body,257,68,302,168,00045235,Other,81
0004705f,face,1239,203,1248,220,00045235,Other,81
00047060,body,1081,9,1157,123,00045235,Other,81
00047061,body,1292,875,1349,968,00045235,Other,81
00047062,body,1384,1116,1412,1159,00045235,Other,81
00047063,body,521,97,557,201,00045235,Other,81
00047064,body,997,138,1044,246,00045235,Other,81
00047065,body,558,985,594,1078,00045235,Other,81
00047066,body,78,1,114,82,00045235,Other,81
00047067,body,594,1063,643,1110,00045235,Other,81
00047068,body,1404,3,1455,69,00045235,Other,81
00047069,body,835,1027,903,1120,00045235,Other,81
0004706a,body,1165,89,1231,168,00045235,Other,81
0004706b,body,76,1084,108,1162,00045235,Other,81
0004706c,body,681,119,719,231,00045235,Other,81
0004706d,body,1064,243,1109,332,00045235,Other,81
0004706e,body,447,568,490,661,00045235,Other,81
0004706f,body,637,918,676,1015,00045235,Other,81
00047070,body,68,353,111,469,00045235,Other,81
00047071,body,101,675,127,787,00045235,Other,81
00047072,face,1047,591,1058,606,00045235,Other,81
00047073,body,1014,70,1059,144,00045235,Other,81
00047074,body,780,812,818,914,00045235,Other,81
00047075,body,1515,1023,1553,1101,00045235,Other,81
00047076,face,904,774,919,793,00045235,Other,81
00047077,body,1338,1033,1389,1147,00045235,Other,81
00047078,body,835,216,861,261,00045235,Other,81
00047079,body,938,72,979,178,00045235,Other,81
0004707a,body,1355,715,1383,823,00045235,Other,81
0004707b,body,160,283,186,385,00045235,Other,81
0004707c,body,66,469,96,564,00045235,Other,81
0004707d,body,754,49,793,153,00045235,Other,81
0004707e,body,622,91,682,193,00045235,Other,81
0004707f,body,114,1078,169,1163,00045235,Other,81
00047080,body,1233,1055,1271,1140,00045235,Other,81
00047081,face,297,336,312,351,00045235,Other,81
00047082,body,611,970,641,1057,00045235,Other,81
00047083,body,63,856,82,945,00045235,Other,81
00047084,body,114,213,155,308,00045235,Other,81
00047085,face,1022,76,1035,96,00045235,Other,81
00047086,body,1391,378,1421,486,00045235,Other,81
00047087,body,173,39,203,134,00045235,Other,81
00047088,face,1020,412,1037,431,00045235,Other,81
00047089,body,866,481,905,583,00045235,Other,81
0004708a,body,342,1,372,77,00045235,Other,81
0004708b,body,289,631,340,731,00045235,Other,81
0004708c,body,927,361,970,454,00045235,Other,81
0004708d,body,1290,209,1326,315,00045235,Other,81
0004708e,face,1334,171,1345,184,00045235,Other,81
0004708f,face,479,306,494,326,00045235,Other,81
00047090,face,1406,732,1423,751,00045235,Other,81
00047091,body,278,447,308,551,00045235,Other,81
00047092,frame,60,1,1584,1163,,,81
00047093,body,1355,488,1417,592,00045235,Other,81
00047094,face,1199,456,1208,475,00045235,Other,81
00047095,body,1395,1034,1438,1155,00045235,Other,81
00047096,body,493,454,527,497,00045235,Other,81
00047097,body,257,953,285,1053,00045235,Other,81
00047098,body,967,509,999,604,00045235,Other,81
00047099,face,152,538,167,560,00045235,Other,81
0004709a,body,466,1053,500,1119,00045235,Other,81
0004709b,body,666,241,713,349,00045235,Other,81
0004709c,face,523,214,536,233,00045235,Other,81
0004709d,body,997,1000,1031,1108,00045235,Other,81
0004709e,body,1439,292,1492,375,00045235,Other,81
0004709f,face,1363,635,1376,648,00045235,Other,81
000470a0,body,1142,490,1180,590,00045235,Other,81
000470a1,body,1401,312,1433,405,00045235,Other,81
000470a2,body,1047,747,1098,853,00045235,Other,81
000470a3,body,380,671,416,754,00045235,Other,81
000470a4,face,870,112,877,127,00045235,Other,81
000470a5,body,1216,818,1282,939,00045235,Other,81
000470a6,body,1401,825,1444,923,00045235,Other,81
000470a7,body,308,391,334,484,00045235,Other,81
000470a8,body,1161,20,1189,101,00045235,Other,81
000470a9,face,1005,1000,1014,1017,00045235,Other,81
000470aa,body,792,603,822,703,00045235,Other,81
000470ab,body,401,734,420,798,00045235,Other,81
000470ac,body,105,778,148,863,00045235,Other,81
000470ad,body,837,281,859,355,00045235,Other,81
000470ae,body,287,1000,355,1064,00045235,Other,81
000470af,body,190,24,210,109,00045235,Other,81
000470b0,body,312,639,321,652,00045235,Other,81
000470b1,body,969,601,1014,669,00045235,Other,81
000470b2,body,538,696,566,793,00045235,Other,81
000470b3,face,1444,100,1457,109,00045235,Other,81
000470b4,body,1184,226,1250,307,00045235,Other,81
000470b5,body,1227,989,1263,1082,00045235,Other,81
000470b6,body,422,838,456,935,00045235,Other,81
000470b7,body,521,325,587,391,00045235,Other,81
000470b8,body,1283,544,1330,637,00045235,Other,81
000470b9,body,1252,1,1286,80,00045235,Other,81
000470ba,body,382,452,414,543,00045235,Other,81
000470bb,face,1496,960,1505,973,00045235,Other,81
000470bc,body,938,624,989,722,00045235,Other,81
000470bd,body,963,974,1002,1080,00045235,Other,81
000470be,body,858,180,911,297,00045235,Other,81
000470bf,body,919,1,966,69,00045235,Other,81
000470c0,body,211,279,277,372,00045235,Other,81
000470c1,face,1083,673,1090,686,00045235,Other,81
000470c2,body,1547,355,1577,457,00045235,Other,81
000470c3,body,832,428,873,530,00045235,Other,81
000470c4,body,266,7,323,64,00045235,Other,81
000470c5,body,704,53,745,174,00045235,Other,81
000470c6,body,615,500,645,587,00045235,Other,81
000470c7,body,679,1036,738,1127,00045235,Other,81
000470c8,face,898,178,909,191,00045235,Other,81
000470c9,body,403,930,435,988,00045235,Other,81
000470ca,body,1300,458,1359,560,00045235,Other,81
000470cb,face,1543,1097,1552,1112,00045235,Other,81
000470cc,body,1393,730,1448,821,00045235,Other,81
000470cd,body,727,496,786,589,00045235,Other,81
000470ce,body,301,783,337,859,00045235,Other,81
000470cf,body,181,591,209,703,00045235,Other,81
000470d0,body,508,298,546,355,00045235,Other,81
000470d1,body,767,1097,799,1163,00045235,Other,81
000470d2,body,1483,955,1517,1023,00045235,Other,81
000470d3,body,318,1072,352,1113,00045235,Other,81
000470d4,body,1530,1092,1573,1158,00045235,Other,81
000470d5,body,719,1107,745,1162,00045235,Other,81
000470d6,body,1203,20,1273,118,00045235,Other,81
000470d7,body,500,745,526,843,00045235,Other,81
000470d8,face,588,892,605,903,00045235,Other,81
000470d9,body,409,983,454,1078,00045235,Other,81
000470da,body,955,1074,1019,1138,00045235,Other,81
000470db,body,1454,686,1499,777,00045235,Other,81
000470dc,body,1307,717,1343,829,00045235,Other,81
000470dd,face,1355,1038,1366,1057,00045235,Other,81
000470de,face,946,464,955,477,00045235,Other,81
000470df,body,651,511,685,589,00045235,Other,81
000470e0,body,106,308,142,414,00045235,Other,81
000470e1,body,912,1086,950,1164,00045235,Other,81
000470e2,body,687,530,719,592,0004644d,クイズじじい,81
000470e3,body,794,448,820,556,00045235,Other,81
000470e4,body,449,800,471,836,00045235,Other,81
000470e5,body,377,846,407,927,00045235,Other,81
000470e6,body,1129,329,1186,424,00045235,Other,81
000470e7,body,523,498,562,608,00045235,Other,81
000470e8,body,1325,974,1357,1072,00045235,Other,81
000470e9,body,242,433,272,530,00045235,Other,81
000470ea,body,908,901,957,1003,00045235,Other,81
000470eb,body,599,580,631,678,00045235,Other,81
000470ec,body,1530,60,1562,162,00045235,Other,81
000470ed,body,885,39,919,137,00045235,Other,81
000470ee,body,203,675,231,777,00045235,Other,81
000470ef,body,66,934,128,1032,00045235,Other,81
000470f0,body,1106,188,1138,298,00045235,Other,81
000470f1,body,1365,310,1397,403,00045235,Other,81
000470f2,body,276,827,310,863,00045235,Other,81
000470f3,face,577,1095,584,1106,00045235,Other,81
000470f4,body,424,321,460,419,00045235,Other,81
000470f5,body,466,294,515,381,00045235,Other,81
000470f6,body,1511,730,1552,836,00045235,Other,81
000470f7,body,618,359,654,427,00045235,Other,81
000470f8,face,1521,738,1538,757,00045235,Other,81
000470f9,body,683,894,711,994,00045235,Other,81
000470fa,body,361,254,406,347,00045235,Other,81
000470fb,body,266,553,300,663,00045235,Other,81
000470fc,body,778,970,816,1065,00045235,Other,81
000470fd,body,902,669,983,752,00045235,Other,81
000470fe,face,849,821,864,836,00045235,Other,81
000470ff,body,794,1069,826,1162,00045235,Other,81
00047100,body,706,549,736,636,00045235,Other,81
00047101,body,282,1055,316,1153,00045235,Other,81
00047102,body,466,68,509,161,00045235,Other,81
00047103,body,832,112,917,197,00045235,Other,81
00047104,body,695,734,710,741,00045235,Other,81
00047105,body,755,410,796,501,00045235,Other,81
00047106,body,544,945,568,1062,00045235,Other,81
00047107,face,1471,694,1482,714,00045235,Other,81
00047108,body,1068,321,1109,427,00045235,Other,81
00047109,face,1570,759,1583,772,00045235,Other,81
0004710a,body,577,639,622,732,00045235,Other,81
0004710b,body,120,112,146,176,00045235,Other,81
0004710c,body,1168,673,1213,781,00045235,Other,81
0004710d,body,611,692,666,783,00045235,Other,81
0004710e,body,72,180,106,286,00045235,Other,81
0004710f,body,1096,751,1122,836,00045235,Other,81
00047110,face,980,975,991,990,00045235,Other,81
00047111,body,382,1122,420,1161,00045235,Other,81
00047112,body,297,60,319,126,00045235,Other,81
00047113,body,419,251,468,342,00045235,Other,81
00047114,face,717,62,732,86,00045235,Other,81
00047115,body,154,861,184,971,00045235,Other,81
00047116,body,721,760,783,839,00045235,Other,81
00047117,face,1538,167,1553,187,00045235,Other,81
00047118,body,1345,409,1394,448,00045235,Other,81
00047119,body,1165,277,1214,385,00045235,Other,81
0004711a,body,1184,1107,1227,1162,00045235,Other,81
0004711b,body,1317,247,1370,319,00045235,Other,81
0004711c,body,1119,224,1170,324,00045235,Other,81
0004711d,body,797,45,819,124,00045235,Other,81
0004711e,body,491,669,515,760,00045235,Other,81
0004711f,body,257,882,291,960,00045235,Other,81
00047120,body,398,776,424,836,00045235,Other,81
00047121,face,1458,795,1478,815,00045235,Other,81
00047122,body,1123,974,1168,1078,00045235,Other,81
00047123,body,1483,468,1534,555,00045235,Other,81
00047124,body,333,319,369,427,00045235,Other,81
00047125,body,1332,0,1389,70,00045235,Other,81
00047126,body,1279,498,1322,564,00045235,Other,81
00047127,body,139,536,180,629,00045235,Other,81
00047128,body,696,821,732,914,00045235,Other,81
00047129,body,1439,1088,1473,1160,00045235,Other,81
0004712a,body,561,1088,595,1162,00045235,Other,81
0004712b,body,464,998,521,1066,00045235,Other,81
0004712c,body,337,829,367,886,00045235,Other,81
0004712d,body,1279,975,1320,1073,00045235,Other,81
0004712e,body,1123,774,1174,853,00045235,Other,81
0004712f,body,470,466,511,574,00045235,Other,81
00047130,face,217,557,234,576,00045235,Other,81
00047131,body,670,0,738,76,00045235,Other,81
00047132,body,464,852,494,937,00045235,Other,81
00047133,body,1012,511,1050,608,00045235,Other,81
00047134,body,588,331,627,429,00045235,Other,81
00047135,body,592,431,624,528,00045235,Other,81
00047136,body,217,926,247,1026,00045235,Other,81
00047137,body,506,755,515,772,00045235,Other,81
00047138,body,1275,802,1316,914,00045235,Other,81
00047139,body,1370,975,1438,1085,00045235,Other,81
0004713a,body,1060,156,1096,262,00045235,Other,81
0004713b,body,902,764,943,868,00045235,Other,81
0004713c,body,1201,331,1239,418,00045235,Other,81
0004713d,body,508,1,572,92,00045235,Other,81
0004713e,body,946,454,976,539,00045235,Other,81
0004713f,body,1266,20,1332,130,00045235,Other,81
00047140,body,297,856,335,914,00045235,Other,81
00047141,body,420,515,465,579,00045235,Other,81
00047142,body,611,258,652,362,00045235,Other,81
00047143,body,845,814,877,930,00045235,Other,81
00047144,body,274,243,308,347,00045235,Other,81
00047145,face,481,1014,484,1015,00045235,Other,81
00047146,body,950,859,997,957,00045235,Other,81
00047147,body,428,776,447,838,00045235,Other,81
00047148,face,1557,367,1568,378,00045235,Other,81
00047149,body,1503,669,1544,726,00045235,Other,81
0004714a,body,599,156,686,277,00045235,Other,81
0004714b,body,672,546,700,648,00045235,Other,81
0004714c,body,1216,616,1255,726,00045235,Other,81
0004714d,body,472,249,506,325,00045235,Other,81
0004714e,body,325,732,364,821,00045235,Other,81
0004714f,body,868,296,934,402,00045235,Other,81
00047150,body,609,1076,622,1089,00045235,Other,81
00047151,body,521,612,551,699,00045235,Other,81
00047152,face,1536,936,1555,958,00045235,Other,81
00047153,body,398,625,428,731,00045235,Other,81
00047154,body,647,17,681,110,00045235,Other,81
00047155,body,1454,150,1514,281,00045235,Other,81
00047156,body,1298,639,1337,737,00045235,Other,81
00047157,body,742,1092,770,1160,00045235,Other,81
00047158,body,1153,171,1212,247,00045235,Other,81
00047159,body,1140,95,1168,165,00045235,Other,81
0004715a,body,967,414,1012,499,00045235,Other,81
0004715b,body,68,641,96,739,00045235,Other,81
